2023-01-14|09:45:13|CoffeeShop|Downtown|D|4.75
2025-03-08|10:51:10|Gas|Shell|P|-406.19
2022-03-21|15:48:01|Groceries|Costco|P|-17.22
2023-11-22|11:41:40|Transport|Uber|D|328.07
2024-06-14|02:50:08|Gas|Shell|P|-389.06
2023-01-21|12:03:40|Pharmacy|CVS|P|-58.74
2025-09-04|17:47:20|Electronics|Best Buy|D|429.15
2024-11-16|05:43:59|Electronics|Apple|D|91.83
2023-02-17|17:21:18|Electronics|Best Buy|P|-249.74
2023-09-12|06:55:17|Hardware|Home Depot|P|-6.40
2024-03-12|13:43:30|Subscription|Netflix|D|179.08
2022-05-14|16:52:21|Subscription|Spotify|P|-315.05
2024-01-02|04:16:14|Subscription|Spotify|D|450.73
2025-04-20|14:04:00|Coffee|Starbucks|D|402.49
2024-11-15|09:23:19|Electronics|Best Buy|P|-179.33
2022-03-02|01:12:27|Pharmacy|CVS|D|190.12
2023-01-10|11:39:41|Coffee|Starbucks|P|-173.56
2024-07-30|18:43:59|Fast Food|McDonald's|D|492.98
2024-10-17|15:08:46|Subscription|Spotify|D|191.30
2023-09-15|18:55:01|Coffee|Starbucks|D|455.15
2025-12-30|12:30:59|Retail|Target|D|470.60
2024-06-09|17:44:24|Hardware|Home Depot|P|-9.75
2025-12-16|05:49:01|Groceries|Costco|P|-298.89
2022-02-03|10:24:20|Online Shopping|Amazon|D|35.21
2022-08-30|21:30:01|Electronics|Apple|P|-293.96
2023-08-01|05:53:20|Retail|Target|P|-425.98
2025-06-04|16:13:30|Transport|Lyft|D|93.74
2023-04-27|21:21:05|Pharmacy|CVS|D|232.75
2024-04-04|05:36:03|Subscription|Netflix|D|68.22
2024-01-06|19:40:46|Groceries|Walmart|D|80.99
2025-08-15|00:02:54|Hardware|Home Depot|D|57.94
2024-03-27|15:23:51|Electronics|Best Buy|D|242.92
2023-01-07|10:46:48|Transport|Lyft|P|-236.29
2025-11-27|06:46:20|Coffee|Starbucks|D|269.68
2024-09-12|01:53:20|Hardware|Home Depot|D|338.22
2022-02-15|03:02:31|Coffee|Starbucks|D|196.02
2023-04-24|19:07:54|Hardware|Home Depot|P|-412.73
2023-04-27|09:39:27|Retail|Target|P|-287.85
2022-10-31|01:07:47|Fast Food|McDonald's|P|-424.92
2024-04-10|10:41:26|Groceries|Costco|D|367.79
2022-06-17|04:55:02|Online Shopping|Amazon|D|125.28
2022-11-26|13:35:12|Transport|Lyft|D|14.53
2023-03-23|15:26:24|Pharmacy|CVS|D|101.71
2023-05-21|12:07:59|Transport|Uber|P|-311.11
2024-11-01|12:36:33|Coffee|Starbucks|D|388.38
2025-08-01|05:06:32|Subscription|Netflix|P|-105.16
2022-05-27|21:14:59|Gas|Shell|P|-421.63
2024-11-12|17:35:52|Electronics|Apple|D|466.25
2024-01-12|19:23:21|Transport|Lyft|D|15.05
2024-09-27|19:07:39|Transport|Lyft|P|-429.26
2024-01-14|11:32:14|Coffee|Starbucks|P|-426.55
2025-06-06|16:46:37|Hardware|Home Depot|D|446.28
2023-07-07|07:56:51|Hardware|Home Depot|D|280.01
2022-04-01|21:56:18|Subscription|Spotify|P|-66.75
2023-01-04|12:29:57|Online Shopping|Amazon|D|123.20
2025-02-03|14:14:06|Retail|Target|D|71.03
2023-11-14|17:43:19|Transport|Lyft|P|-194.12
2022-08-04|14:49:33|Subscription|Spotify|P|-303.37
2024-03-12|01:01:34|Transport|Uber|D|329.11
2025-02-18|13:33:57|Transport|Uber|P|-398.23
2023-03-30|13:17:01|Online Shopping|Amazon|P|-26.28
2024-12-26|07:56:50|Gas|Shell|D|267.52
2023-09-27|05:35:54|Gas|Shell|P|-419.46
2024-05-25|00:13:45|Online Shopping|Amazon|P|-5.97
2023-04-17|04:29:31|Coffee|Starbucks|D|15.42
2025-08-19|06:48:34|Gas|Shell|D|48.46
2024-03-31|12:53:52|Electronics|Apple|D|42.31
2025-12-12|16:03:45|Subscription|Netflix|D|430.26
2024-12-02|16:35:27|Electronics|Best Buy|P|-256.23
2022-05-08|22:47:02|Fast Food|McDonald's|P|-448.60
2024-08-05|15:05:59|Fast Food|McDonald's|P|-312.80
2024-03-05|15:02:05|Groceries|Walmart|D|317.30
2022-02-08|07:38:07|Gas|Shell|P|-60.03
2025-09-01|11:38:55|Online Shopping|Amazon|P|-124.97
2022-06-23|19:42:22|Fast Food|McDonald's|P|-12.86
2022-07-14|02:01:51|Gas|Shell|P|-421.40
2022-01-14|11:23:34|Groceries|Costco|D|125.62
2023-08-06|12:14:14|Groceries|Costco|D|290.78
2022-08-28|04:12:52|Fast Food|McDonald's|P|-150.15
2025-02-01|01:25:35|Electronics|Best Buy|P|-114.14
2023-05-29|23:47:25|Groceries|Costco|P|-322.02
2025-11-07|14:57:24|Transport|Lyft|D|305.37
2022-03-26|16:18:54|Transport|Uber|P|-297.07
2022-01-23|15:17:34|Online Shopping|Amazon|P|-165.75
2024-04-26|22:07:29|Groceries|Costco|P|-443.81
2024-08-28|10:10:13|Hardware|Home Depot|D|470.42
2025-07-17|18:39:27|Groceries|Walmart|D|237.20
2023-08-07|17:27:05|Transport|Uber|D|432.07
2024-06-15|01:41:58|Fast Food|McDonald's|D|66.09
2023-04-07|18:25:01|Transport|Lyft|D|157.42
2023-03-10|00:33:18|Electronics|Best Buy|P|-74.73
2024-09-19|04:47:16|Subscription|Spotify|P|-323.09
2023-06-26|06:33:24|Electronics|Best Buy|P|-50.27
2024-01-22|14:27:06|Electronics|Apple|D|230.71
2024-10-24|15:34:12|Transport|Lyft|P|-438.77
2023-04-12|06:21:19|Transport|Uber|P|-155.81
2025-06-22|12:01:17|Groceries|Walmart|D|483.79
2025-07-02|00:02:07|Fast Food|McDonald's|D|162.60
2023-02-16|19:51:17|Fast Food|McDonald's|P|-246.04
2022-07-15|03:01:29|Transport|Lyft|D|198.77
2022-12-03|16:03:35|Electronics|Best Buy|P|-431.98
2024-07-14|09:50:23|Transport|Lyft|P|-43.79
2025-06-05|11:38:25|Hardware|Home Depot|D|488.94
2022-10-29|19:16:10|Pharmacy|CVS|D|52.67
2023-11-07|18:40:31|Transport|Lyft|D|30.92
2025-03-05|06:11:42|Pharmacy|CVS|D|359.15
2024-06-05|22:34:25|Fast Food|McDonald's|P|-42.12
2025-09-29|04:56:55|Subscription|Netflix|P|-413.90
2025-11-03|07:35:15|Subscription|Spotify|D|377.82
2024-11-14|17:53:34|Retail|Target|D|187.52
2022-10-28|08:30:06|Transport|Lyft|D|305.53
2025-07-16|04:00:19|Retail|Target|P|-433.90
2023-08-18|00:56:27|Online Shopping|Amazon|P|-54.90
2023-11-16|03:35:44|Subscription|Netflix|P|-298.81
2024-09-02|00:04:33|Subscription|Netflix|P|-130.53
2022-09-29|12:34:59|Electronics|Best Buy|P|-350.70
2025-12-29|17:19:34|Hardware|Home Depot|P|-55.22
2022-12-20|07:21:17|Online Shopping|Amazon|D|95.28
2024-08-03|16:12:58|Gas|Shell|P|-324.98
2022-11-09|04:39:03|Transport|Lyft|P|-386.54
2023-12-01|13:43:12|Electronics|Best Buy|D|410.90
2024-03-08|21:34:23|Gas|Shell|P|-137.07
2023-09-07|07:17:42|Groceries|Costco|D|246.62
2024-08-16|06:34:36|Groceries|Costco|P|-120.73
2022-03-12|14:32:10|Subscription|Spotify|D|416.06
2024-07-16|02:32:53|Subscription|Spotify|D|117.30
2022-11-03|14:55:00|Transport|Lyft|D|255.78
2025-07-06|09:54:49|Transport|Uber|P|-227.22
2024-11-21|09:20:15|Subscription|Spotify|P|-462.11
2024-08-25|21:47:24|Transport|Lyft|D|288.98
2024-12-18|05:08:37|Online Shopping|Amazon|D|199.36
2025-08-04|08:52:15|Groceries|Walmart|D|331.93
2024-07-13|08:57:29|Hardware|Home Depot|D|62.66
2024-11-01|11:49:35|Subscription|Spotify|D|178.47
2023-02-13|09:37:31|Subscription|Netflix|D|91.40
2022-10-21|11:02:16|Subscription|Spotify|P|-151.42
2025-12-30|17:51:40|Gas|Shell|D|108.10
2024-08-31|22:05:38|Gas|Shell|P|-434.72
2023-10-13|17:46:43|Subscription|Spotify|D|434.89
2022-06-02|01:31:33|Pharmacy|CVS|P|-126.96
2024-01-23|00:29:08|Transport|Lyft|D|272.07
2024-02-22|20:07:56|Fast Food|McDonald's|D|199.88
2023-09-28|05:02:20|Transport|Lyft|P|-466.71
2025-11-10|10:25:23|Groceries|Costco|D|36.26
2023-01-09|20:39:09|Transport|Lyft|P|-377.40
2023-06-17|01:38:04|Electronics|Best Buy|D|51.67
2025-10-18|19:18:55|Subscription|Spotify|P|-346.89
2023-04-29|04:28:44|Electronics|Best Buy|P|-449.19
2022-06-13|15:44:08|Transport|Uber|P|-272.98
2024-10-25|17:16:20|Transport|Lyft|P|-389.15
2023-12-08|13:12:23|Coffee|Starbucks|P|-458.19
2025-03-01|21:00:57|Gas|Shell|P|-319.72
2025-05-06|09:28:52|Electronics|Apple|D|103.49
2025-01-24|02:19:57|Groceries|Costco|D|3.38
2024-08-05|08:29:39|Fast Food|McDonald's|D|415.03
2023-08-10|09:46:13|Transport|Lyft|P|-468.57
2025-02-26|22:42:16|Retail|Target|P|-241.65
2022-03-15|07:53:23|Fast Food|McDonald's|D|170.70
2024-09-26|07:03:39|Groceries|Walmart|P|-206.81
2023-05-03|23:26:49|Gas|Shell|P|-319.34
2025-01-28|06:01:51|Groceries|Costco|D|27.24
2023-12-20|20:39:03|Retail|Target|P|-198.31
2023-10-25|10:24:44|Coffee|Starbucks|P|-483.41
2024-04-23|14:39:33|Transport|Uber|P|-234.55
2024-12-26|23:00:03|Groceries|Walmart|D|444.12
2025-04-22|10:06:55|Retail|Target|D|244.72
2024-10-25|22:29:10|Hardware|Home Depot|P|-81.80
2023-03-03|23:38:31|Pharmacy|CVS|P|-113.96
2022-05-31|02:03:55|Hardware|Home Depot|P|-54.77
2024-07-28|17:30:45|Online Shopping|Amazon|D|443.72
2024-01-23|09:56:03|Fast Food|McDonald's|P|-499.31
2024-08-15|09:48:07|Electronics|Best Buy|P|-61.31
2022-02-17|13:03:15|Subscription|Spotify|P|-83.04
2024-11-25|08:08:56|Transport|Lyft|P|-54.88
2023-02-03|07:01:50|Subscription|Netflix|D|321.45
2025-02-02|01:06:56|Transport|Uber|P|-247.49
2022-04-23|23:28:21|Gas|Shell|D|96.85
2023-05-24|04:55:34|Transport|Uber|P|-129.01
2022-12-31|08:41:53|Subscription|Netflix|D|129.32
2022-08-31|07:12:45|Retail|Target|P|-228.17
2024-01-26|11:31:41|Subscription|Netflix|P|-191.93
2023-10-22|01:46:30|Subscription|Spotify|P|-147.41
2023-03-06|11:56:32|Fast Food|McDonald's|P|-325.80
2025-11-07|15:10:12|Pharmacy|CVS|D|210.39
2024-07-20|17:29:40|Transport|Lyft|P|-1.49
2024-02-23|13:52:12|Subscription|Netflix|D|312.98
2024-05-25|16:34:12|Groceries|Costco|P|-474.45
2023-03-11|03:03:15|Pharmacy|CVS|D|140.07
2025-06-08|13:04:52|Gas|Shell|D|258.89
2024-10-16|02:33:54|Transport|Uber|D|206.26
2022-06-13|12:43:20|Electronics|Best Buy|D|227.96
2024-10-03|00:35:26|Transport|Uber|P|-234.71
2022-01-04|14:19:19|Groceries|Costco|D|12.08
2025-09-27|13:46:47|Retail|Target|P|-315.49
2022-12-28|00:33:13|Transport|Lyft|D|358.17
2025-04-18|06:13:30|Subscription|Netflix|D|327.22
2024-04-09|13:23:05|Transport|Uber|P|-195.94
2022-10-10|13:39:42|Electronics|Best Buy|P|-177.19
2024-03-18|00:02:57|Groceries|Costco|P|-134.95
2024-07-09|03:26:41|Groceries|Walmart|D|162.67
2025-09-03|20:30:10|Retail|Target|D|301.46
2024-09-16|19:01:26|Hardware|Home Depot|D|64.91
2022-05-01|07:16:03|Retail|Target|D|429.17
2022-08-23|21:29:05|Subscription|Spotify|D|372.97
2025-10-14|12:51:38|Coffee|Starbucks|P|-33.16
2023-08-25|10:01:31|Gas|Shell|P|-417.45
2022-05-16|01:19:22|Retail|Target|P|-77.51
2023-04-25|00:26:18|Pharmacy|CVS|P|-295.12
2024-04-20|18:50:50|Electronics|Apple|P|-129.20
2024-06-18|19:05:11|Online Shopping|Amazon|P|-177.72
2023-07-20|03:52:05|Subscription|Spotify|P|-283.38
2025-10-30|01:25:03|Pharmacy|CVS|D|390.65
2024-04-20|16:47:14|Retail|Target|P|-357.45
2024-06-15|16:03:58|Groceries|Walmart|P|-38.76
2023-08-24|18:48:48|Electronics|Best Buy|D|328.24
2025-03-07|05:10:53|Online Shopping|Amazon|P|-476.55
2023-02-04|04:29:46|Groceries|Walmart|P|-59.43
2023-04-19|05:57:04|Transport|Lyft|D|126.12
2022-09-01|13:27:38|Groceries|Costco|P|-19.25
2023-05-17|03:19:07|Electronics|Best Buy|D|279.54
2022-09-29|11:14:41|Online Shopping|Amazon|P|-498.24
2025-04-16|22:33:21|Electronics|Apple|P|-473.56
2024-12-24|02:36:04|Pharmacy|CVS|P|-483.35
2025-11-22|04:30:01|Coffee|Starbucks|P|-104.04
2022-02-19|20:07:54|Hardware|Home Depot|P|-478.85
2023-03-25|15:44:06|Groceries|Costco|P|-79.11
2025-03-06|05:41:31|Transport|Uber|P|-101.16
2022-04-19|11:04:08|Transport|Lyft|D|205.01
2024-03-28|15:50:41|Gas|Shell|P|-159.15
2025-03-21|22:42:03|Subscription|Netflix|P|-495.10
2022-06-27|00:49:41|Groceries|Costco|P|-3.60
2023-03-14|16:20:38|Online Shopping|Amazon|D|136.63
2024-09-01|19:36:51|Subscription|Spotify|D|97.93
2022-11-01|03:41:49|Pharmacy|CVS|D|463.43
2025-09-11|13:57:46|Online Shopping|Amazon|P|-81.63
2025-02-09|13:30:00|Transport|Lyft|D|252.34
2024-09-26|01:52:31|Groceries|Costco|P|-452.95
2022-11-18|01:23:12|Coffee|Starbucks|D|298.25
2024-10-22|04:56:34|Retail|Target|P|-281.58
2022-03-19|04:40:01|Groceries|Costco|D|38.79
2023-11-25|14:37:08|Hardware|Home Depot|D|371.00
2022-09-04|22:52:40|Retail|Target|P|-370.88
2024-12-27|02:44:37|Subscription|Netflix|D|66.58
2022-11-19|07:58:45|Hardware|Home Depot|D|41.93
2024-09-23|14:03:18|Groceries|Costco|D|37.09
2023-05-20|03:31:44|Coffee|Starbucks|P|-254.51
2023-10-18|01:32:27|Transport|Lyft|D|353.64
2023-02-19|17:24:18|Hardware|Home Depot|D|171.93
2023-10-26|05:23:48|Electronics|Apple|P|-382.92
2024-06-07|18:52:40|Transport|Uber|D|50.94
2023-09-18|21:21:03|Transport|Uber|D|61.67
2023-04-28|07:06:06|Online Shopping|Amazon|P|-171.08
2025-09-14|15:03:03|Transport|Uber|P|-133.04
2022-08-15|15:38:50|Transport|Lyft|D|16.80
2024-06-14|09:16:56|Gas|Shell|D|144.63
2025-03-21|08:52:22|Retail|Target|D|10.61
2024-09-19|17:08:41|Pharmacy|CVS|D|102.28
2024-03-09|20:08:54|Subscription|Netflix|D|397.40
2023-10-03|00:06:17|Transport|Uber|D|378.90
2024-09-03|11:17:02|Electronics|Apple|P|-78.15
2025-09-13|13:24:43|Gas|Shell|P|-233.48
2023-09-29|03:32:11|Groceries|Walmart|P|-412.80
2022-02-23|08:37:15|Gas|Shell|P|-38.22
2022-07-11|19:33:32|Hardware|Home Depot|P|-128.30
2023-08-07|11:34:23|Electronics|Best Buy|D|208.18
2023-04-26|13:47:53|Groceries|Walmart|D|77.73
2022-03-10|02:47:02|Electronics|Apple|P|-236.49
2023-03-08|20:59:14|Subscription|Netflix|P|-46.79
2024-03-31|04:48:14|Transport|Uber|D|22.89
2022-09-25|20:14:19|Subscription|Netflix|D|69.15
2024-11-15|07:55:31|Fast Food|McDonald's|D|74.50
2024-03-29|03:03:03|Groceries|Walmart|D|375.86
2024-05-03|09:37:58|Coffee|Starbucks|D|424.17
2022-04-15|17:12:56|Transport|Lyft|P|-116.87
2025-01-08|10:42:38|Online Shopping|Amazon|D|9.07
2023-09-30|18:00:46|Groceries|Costco|P|-159.00
2022-05-23|14:53:57|Retail|Target|D|264.54
2024-07-27|06:45:53|Transport|Lyft|D|273.06
2023-07-27|06:35:07|Electronics|Best Buy|P|-312.21
2022-08-22|06:22:48|Electronics|Best Buy|D|104.43
2024-04-25|16:12:07|Groceries|Costco|P|-162.57
2025-12-17|06:26:51|Pharmacy|CVS|D|52.83
2022-12-16|18:00:04|Groceries|Walmart|P|-486.68
2023-08-10|06:54:13|Hardware|Home Depot|P|-104.78
2024-05-17|23:38:58|Electronics|Best Buy|D|267.95
2023-07-09|15:30:23|Online Shopping|Amazon|D|149.58
2024-11-26|23:05:09|Transport|Uber|P|-262.54
2023-01-11|18:15:19|Groceries|Walmart|D|148.44
2024-10-11|21:41:54|Retail|Target|P|-439.77
2022-07-06|06:36:21|Pharmacy|CVS|P|-153.94
2023-09-08|06:32:03|Transport|Uber|P|-186.57
2024-06-27|14:00:39|Subscription|Netflix|P|-165.65
2023-11-15|00:15:09|Subscription|Netflix|D|322.10
2022-02-03|10:28:49|Online Shopping|Amazon|D|319.82
2023-10-31|04:10:50|Electronics|Apple|D|188.22
2025-02-20|22:00:55|Hardware|Home Depot|D|179.82
2024-12-22|16:43:43|Online Shopping|Amazon|D|286.87
2024-09-16|05:58:36|Retail|Target|P|-191.98
2022-04-14|20:28:51|Transport|Lyft|D|96.12
2024-06-03|13:31:55|Groceries|Costco|P|-345.26
2022-06-14|12:28:48|Groceries|Costco|P|-467.53
2022-08-28|11:50:15|Transport|Uber|D|444.29
2022-05-27|06:22:09|Online Shopping|Amazon|P|-484.82
2025-07-27|06:48:59|Retail|Target|P|-341.54
2023-10-20|15:17:46|Groceries|Walmart|P|-349.17
2024-03-31|18:47:54|Electronics|Best Buy|P|-33.25
2024-03-05|05:38:33|Electronics|Best Buy|D|415.42
2024-09-07|03:06:51|Fast Food|McDonald's|P|-380.10
2024-10-05|15:20:58|Groceries|Walmart|P|-362.26
2022-09-25|01:13:11|Pharmacy|CVS|P|-213.66
2024-05-11|23:31:45|Coffee|Starbucks|P|-390.42
2023-01-04|00:00:56|Groceries|Walmart|P|-121.72
2024-09-06|03:21:50|Transport|Lyft|P|-64.36
2023-04-06|08:51:46|Fast Food|McDonald's|D|42.11
2024-07-26|05:28:03|Transport|Uber|P|-346.73
2025-05-04|19:13:33|Coffee|Starbucks|P|-46.55
2025-03-10|01:00:08|Transport|Lyft|P|-289.22
2022-06-29|12:02:41|Gas|Shell|P|-23.29
2022-12-19|10:37:26|Electronics|Best Buy|P|-88.79
2022-04-24|21:14:41|Subscription|Netflix|D|222.70
2024-11-11|09:02:07|Transport|Lyft|D|223.13
2023-01-27|12:40:20|Transport|Lyft|D|250.92
2022-12-19|11:49:08|Gas|Shell|D|315.66
2022-10-20|07:32:44|Retail|Target|P|-328.81
2022-10-31|04:39:42|Groceries|Costco|D|50.58
2023-09-16|10:34:25|Groceries|Walmart|D|317.72
2023-12-12|08:46:13|Groceries|Costco|D|465.61
2023-05-03|18:23:03|Subscription|Netflix|D|478.68
2023-01-08|17:27:13|Retail|Target|D|174.45
2022-08-25|16:54:41|Transport|Lyft|P|-332.03
2023-11-01|15:43:59|Transport|Uber|P|-36.63
2023-06-14|19:38:00|Hardware|Home Depot|D|46.14
2024-01-31|15:34:28|Electronics|Apple|D|259.28
2023-01-30|17:20:20|Subscription|Spotify|P|-384.68
2024-10-09|10:55:09|Gas|Shell|P|-230.58
2023-03-14|11:56:54|Subscription|Netflix|D|282.27
2022-10-08|10:03:22|Pharmacy|CVS|D|422.63
2022-04-12|09:29:39|Electronics|Best Buy|D|31.59
2024-05-31|15:46:26|Retail|Target|P|-457.73
2023-11-12|23:40:36|Fast Food|McDonald's|D|159.21
2025-02-10|16:47:09|Online Shopping|Amazon|P|-166.94
2024-06-11|03:15:44|Hardware|Home Depot|D|188.10
2024-06-03|03:02:52|Subscription|Netflix|D|194.42
2025-04-15|10:31:54|Fast Food|McDonald's|D|465.19
2023-10-30|13:33:08|Fast Food|McDonald's|P|-32.08
2025-07-12|04:21:07|Subscription|Netflix|P|-225.52
2023-12-01|08:44:31|Gas|Shell|D|317.04
2024-02-14|21:05:10|Electronics|Best Buy|P|-233.36
2023-01-18|17:40:07|Groceries|Walmart|P|-405.53
2024-11-30|08:08:36|Pharmacy|CVS|D|499.51
2024-12-21|19:50:18|Subscription|Netflix|D|446.01
2024-05-07|17:56:23|Fast Food|McDonald's|P|-418.20
2024-12-17|12:00:36|Electronics|Best Buy|D|22.45
2025-10-12|11:48:50|Transport|Uber|P|-206.57
2024-10-22|13:40:24|Transport|Uber|P|-150.27
2023-05-26|23:04:37|Electronics|Apple|P|-301.18
2022-04-19|02:29:32|Transport|Uber|D|23.47
2022-03-04|13:00:09|Coffee|Starbucks|P|-73.47
2025-09-18|00:33:37|Subscription|Spotify|D|108.92
2022-01-06|03:54:34|Subscription|Spotify|P|-235.60
2024-06-19|16:34:53|Gas|Shell|D|27.34
2023-03-20|04:54:37|Groceries|Costco|P|-164.81
2022-04-03|06:20:20|Groceries|Walmart|P|-300.68
2025-06-29|18:27:52|Subscription|Netflix|P|-372.15
2022-02-17|00:28:50|Groceries|Costco|P|-369.73
2024-02-09|13:26:56|Retail|Target|D|206.15
2023-04-01|09:55:39|Gas|Shell|D|53.22
2024-02-29|03:28:06|Coffee|Starbucks|D|441.09
2024-05-03|06:54:30|Groceries|Costco|D|321.00
2023-12-09|11:19:49|Online Shopping|Amazon|D|21.81
2024-02-11|23:46:25|Groceries|Walmart|D|487.32
2022-04-24|13:51:19|Subscription|Netflix|P|-311.90
2023-01-30|06:21:04|Transport|Uber|P|-3.06
2022-06-18|15:05:38|Hardware|Home Depot|P|-163.17
2024-06-17|06:18:22|Coffee|Starbucks|P|-90.29
2024-07-30|19:02:55|Transport|Lyft|P|-485.26
2024-02-17|23:22:36|Pharmacy|CVS|P|-46.16
2022-08-13|16:38:49|Gas|Shell|D|80.00
2022-04-04|15:16:57|Electronics|Best Buy|P|-449.27
2025-10-18|00:52:43|Online Shopping|Amazon|P|-453.56
2025-08-03|06:41:18|Electronics|Apple|P|-189.23
2024-04-11|05:51:46|Pharmacy|CVS|D|210.41
2025-07-22|12:38:05|Retail|Target|D|148.51
2022-04-02|23:11:09|Fast Food|McDonald's|D|352.84
2023-07-16|09:32:23|Online Shopping|Amazon|P|-456.31
2022-02-16|08:13:26|Subscription|Spotify|D|310.87
2022-05-05|05:37:44|Groceries|Costco|P|-146.87
2025-07-26|22:26:15|Online Shopping|Amazon|D|473.85
2024-11-27|22:05:03|Retail|Target|D|479.31
2024-07-28|06:23:57|Subscription|Spotify|P|-7.85
2024-03-08|12:49:03|Fast Food|McDonald's|P|-189.10
2022-07-31|23:38:58|Electronics|Apple|D|437.75
2022-10-29|20:17:32|Transport|Lyft|P|-484.09
2024-10-04|22:42:42|Transport|Uber|P|-410.50
2024-04-25|00:10:36|Transport|Lyft|P|-366.71
2024-08-17|01:39:15|Retail|Target|D|102.34
2022-05-05|13:26:22|Pharmacy|CVS|P|-188.41
2023-11-28|01:36:47|Subscription|Spotify|D|252.29
2025-10-09|08:25:53|Gas|Shell|P|-417.59
2025-03-09|07:30:19|Fast Food|McDonald's|D|311.07
2025-12-09|12:54:38|Hardware|Home Depot|P|-276.27
2022-11-15|15:31:48|Online Shopping|Amazon|P|-156.46
2023-08-31|03:03:12|Online Shopping|Amazon|P|-308.98
2022-01-12|13:51:25|Pharmacy|CVS|D|192.89
2025-03-27|19:35:36|Online Shopping|Amazon|D|174.40
2023-11-12|05:50:13|Retail|Target|D|74.45
2022-08-30|00:10:49|Groceries|Costco|P|-192.09
2023-12-27|16:39:38|Gas|Shell|D|445.10
2024-05-01|16:26:15|Coffee|Starbucks|D|302.05
2024-06-11|04:58:36|Groceries|Walmart|D|84.76
2025-07-08|13:07:50|Online Shopping|Amazon|D|178.61
2024-05-29|05:13:15|Retail|Target|P|-36.25
2024-08-21|05:46:31|Fast Food|McDonald's|P|-477.43
2023-03-14|20:32:27|Online Shopping|Amazon|D|96.88
2024-03-24|14:03:14|Pharmacy|CVS|D|479.71
2024-07-17|13:29:45|Gas|Shell|P|-122.89
2023-11-02|07:57:16|Fast Food|McDonald's|P|-377.94
2024-07-27|03:23:34|Coffee|Starbucks|D|223.12
2022-11-20|14:45:18|Transport|Lyft|D|308.61
2022-08-04|07:11:12|Transport|Lyft|D|464.84
2023-05-29|17:53:26|Online Shopping|Amazon|P|-127.45
2023-04-28|14:19:52|Transport|Lyft|D|290.73
2025-08-05|19:55:08|Electronics|Apple|P|-80.90
2022-12-25|05:34:40|Transport|Uber|P|-246.02
2024-05-12|04:28:45|Groceries|Walmart|D|200.99
2023-06-21|18:36:57|Transport|Uber|D|455.66
2022-09-01|13:33:21|Transport|Uber|D|78.09
2024-05-18|08:49:35|Fast Food|McDonald's|P|-103.35
2025-12-17|12:52:21|Groceries|Walmart|D|417.75
2023-12-25|15:25:37|Transport|Lyft|D|103.75
2022-06-05|23:50:37|Subscription|Spotify|D|378.42
2025-10-07|00:30:09|Gas|Shell|P|-208.60
2025-04-20|07:02:52|Pharmacy|CVS|D|299.68
2023-04-24|16:32:15|Fast Food|McDonald's|D|148.91
2024-12-04|12:24:27|Groceries|Walmart|P|-198.61
2024-06-13|20:06:20|Transport|Lyft|D|90.37
2022-01-07|07:59:22|Transport|Uber|D|93.53
2025-03-17|08:32:50|Hardware|Home Depot|P|-263.33
2024-11-15|09:55:22|Coffee|Starbucks|D|181.95
2024-10-28|02:55:02|Transport|Lyft|D|167.68
2025-10-29|07:44:14|Pharmacy|CVS|D|395.18
2022-12-01|07:14:39|Coffee|Starbucks|D|171.00
2025-07-24|01:39:28|Groceries|Costco|D|54.68
2024-07-04|01:23:24|Electronics|Best Buy|D|384.50
2022-11-23|21:56:02|Hardware|Home Depot|D|39.82
2022-03-02|17:35:56|Transport|Uber|P|-353.61
2023-08-01|06:01:49|Electronics|Apple|D|30.09
2023-09-23|18:05:54|Transport|Lyft|D|423.74
2024-11-27|19:30:09|Groceries|Costco|D|407.41
2024-11-05|09:54:34|Groceries|Costco|P|-307.67
2025-07-27|23:17:10|Electronics|Best Buy|D|6.50
2025-10-20|18:28:32|Electronics|Best Buy|P|-419.57
2022-05-22|23:40:01|Coffee|Starbucks|D|499.57
2022-07-23|21:30:15|Online Shopping|Amazon|P|-426.22
2024-01-21|15:30:09|Retail|Target|D|195.45
2022-12-12|02:20:01|Electronics|Best Buy|D|426.51
2025-06-25|21:12:02|Groceries|Costco|D|68.12
2024-06-10|13:43:50|Pharmacy|CVS|P|-99.88
2025-08-27|01:44:35|Groceries|Costco|P|-232.24
2022-10-19|17:33:58|Transport|Lyft|D|222.18
2025-07-13|07:43:00|Groceries|Walmart|P|-471.11
2022-12-31|01:26:38|Fast Food|McDonald's|P|-163.63
2025-02-11|18:51:14|Transport|Lyft|D|162.44
2025-12-23|19:26:35|Coffee|Starbucks|D|52.56
2024-04-23|21:25:30|Online Shopping|Amazon|P|-482.23
2025-01-18|14:07:43|Electronics|Apple|D|294.15
2022-01-02|17:52:27|Gas|Shell|P|-2.82
2023-02-08|12:19:27|Transport|Uber|D|497.67
2025-12-16|01:00:50|Groceries|Costco|P|-21.09
2022-10-26|19:39:59|Transport|Lyft|D|183.87
2025-06-20|06:38:09|Electronics|Best Buy|D|446.74
2024-11-26|01:03:48|Groceries|Walmart|D|493.85
2022-03-30|22:34:03|Retail|Target|P|-136.21
2023-11-17|00:41:40|Subscription|Netflix|P|-282.74
2023-09-01|11:42:19|Online Shopping|Amazon|P|-14.19
2022-10-30|14:01:28|Pharmacy|CVS|P|-321.59
2024-02-18|20:29:03|Online Shopping|Amazon|D|30.69
